rgb,depth,mask,type,physical_id,placement_id,frame,occupancy,t,area_mm2,length_mm,width_mm,elongation,max_height_mm,mean_height_mm,p90_height_mm,height_std_mm,volume_mm3,invalid_depth_frac,source_split,source_file
source\mask\LINE_ALBUM_181266_-_41_jpg.rf.994b6b963f438a4eea88ea1411743c98.jpg,,,mask,mask:line_album_181266_-_41,mask:line_album_181266_-_41:3883,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_41_jpg.rf.994b6b963f438a4eea88ea1411743c98.jpg
source\mask\LINE_ALBUM_181266_-_41_jpg.rf.a6166edeecf4ed8244accc79cfdc880e.jpg,,,mask,mask:line_album_181266_-_41,mask:line_album_181266_-_41:3884,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_41_jpg.rf.a6166edeecf4ed8244accc79cfdc880e.jpg
source\mask\LINE_ALBUM_181266_-_41_jpg.rf.aa6ae462f6ce5abf6e43c8d75f4b8508.jpg,,,mask,mask:line_album_181266_-_41,mask:line_album_181266_-_41:3885,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_41_jpg.rf.aa6ae462f6ce5abf6e43c8d75f4b8508.jpg
source\mask\LINE_ALBUM_181266_-_41_jpg.rf.ebff0ce6de1e04c82c9a6d400f17df6c.jpg,,,mask,mask:line_album_181266_-_41,mask:line_album_181266_-_41:3886,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_41_jpg.rf.ebff0ce6de1e04c82c9a6d400f17df6c.jpg
source\mask\LINE_ALBUM_181266_-_41_jpg.rf.edc9b3f039a8558daa6e30bb7b24038f.jpg,,,mask,mask:line_album_181266_-_41,mask:line_album_181266_-_41:3887,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_41_jpg.rf.edc9b3f039a8558daa6e30bb7b24038f.jpg
source\mask\LINE_ALBUM_181266_-_42_jpg.rf.061a89f6e96c71c348dd94d29ea30bcb.jpg,,,mask,mask:line_album_181266_-_42,mask:line_album_181266_-_42:3888,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,mask/LINE_ALBUM_181266_-_42_jpg.rf.061a89f6e96c71c348dd94d29ea30bcb.jpg
source\mask\LINE_ALBUM_181266_-_42_jpg.rf.0737c1aaa8181dcd28e8d86ab12ce0bb.jpg,,,mask,mask:line_album_181266_-_42,mask:line_album_181266_-_42:3889,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,mask/LINE_ALBUM_181266_-_42_jpg.rf.0737c1aaa8181dcd28e8d86ab12ce0bb.jpg
source\mask\LINE_ALBUM_181266_-_42_jpg.rf.088b0858d21b4fc2053b4eccb6fdb207.jpg,,,mask,mask:line_album_181266_-_42,mask:line_album_181266_-_42:3890,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,mask/LINE_ALBUM_181266_-_42_jpg.rf.088b0858d21b4fc2053b4eccb6fdb207.jpg
source\mask\LINE_ALBUM_181266_-_42_jpg.rf.23abfe5d577f78dc29008375405a9e22.jpg,,,mask,mask:line_album_181266_-_42,mask:line_album_181266_-_42:3891,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,mask/LINE_ALBUM_181266_-_42_jpg.rf.23abfe5d577f78dc29008375405a9e22.jpg
source\mask\LINE_ALBUM_181266_-_42_jpg.rf.464b7900942048eaed1c1a2bffde4a60.jpg,,,mask,mask:line_album_181266_-_42,mask:line_album_181266_-_42:3892,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,mask/LINE_ALBUM_181266_-_42_jpg.rf.464b7900942048eaed1c1a2bffde4a60.jpg
source\mask\LINE_ALBUM_181266_-_42_jpg.rf.4d04e68fedbe618b158568aac934c0c7.jpg,,,mask,mask:line_album_181266_-_42,mask:line_album_181266_-_42:3893,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,mask/LINE_ALBUM_181266_-_42_jpg.rf.4d04e68fedbe618b158568aac934c0c7.jpg
source\mask\LINE_ALBUM_181266_-_42_jpg.rf.51f2bca43dd10bc8c007c22fab6776df.jpg,,,mask,mask:line_album_181266_-_42,mask:line_album_181266_-_42:3894,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,mask/LINE_ALBUM_181266_-_42_jpg.rf.51f2bca43dd10bc8c007c22fab6776df.jpg
source\mask\LINE_ALBUM_181266_-_42_jpg.rf.abf3cc345b11dad74028596590a8b2f5.jpg,,,mask,mask:line_album_181266_-_42,mask:line_album_181266_-_42:3895,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,mask/LINE_ALBUM_181266_-_42_jpg.rf.abf3cc345b11dad74028596590a8b2f5.jpg
source\mask\LINE_ALBUM_181266_-_42_jpg.rf.af524a715dd4cb767e3385eb6d65e02e.jpg,,,mask,mask:line_album_181266_-_42,mask:line_album_181266_-_42:3896,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,mask/LINE_ALBUM_181266_-_42_jpg.rf.af524a715dd4cb767e3385eb6d65e02e.jpg
source\mask\LINE_ALBUM_181266_-_42_jpg.rf.bbd6088b22a96e61be1655451d4ed0c3.jpg,,,mask,mask:line_album_181266_-_42,mask:line_album_181266_-_42:3897,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,mask/LINE_ALBUM_181266_-_42_jpg.rf.bbd6088b22a96e61be1655451d4ed0c3.jpg
source\mask\LINE_ALBUM_181266_-_42_jpg.rf.e0160f04d069f1efdf6a0cda8e17aa5d.jpg,,,mask,mask:line_album_181266_-_42,mask:line_album_181266_-_42:3898,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,mask/LINE_ALBUM_181266_-_42_jpg.rf.e0160f04d069f1efdf6a0cda8e17aa5d.jpg
source\mask\LINE_ALBUM_181266_-_43_jpg.rf.07444a1e452e524275c15bdb38cb6f6d.jpg,,,mask,mask:line_album_181266_-_43,mask:line_album_181266_-_43:3899,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_43_jpg.rf.07444a1e452e524275c15bdb38cb6f6d.jpg
source\mask\LINE_ALBUM_181266_-_43_jpg.rf.34c0063f0efeb82135709fd71017ef57.jpg,,,mask,mask:line_album_181266_-_43,mask:line_album_181266_-_43:3900,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_43_jpg.rf.34c0063f0efeb82135709fd71017ef57.jpg
source\mask\LINE_ALBUM_181266_-_43_jpg.rf.38b96d175c2f025974528dfca320f3a7.jpg,,,mask,mask:line_album_181266_-_43,mask:line_album_181266_-_43:3901,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_43_jpg.rf.38b96d175c2f025974528dfca320f3a7.jpg
source\mask\LINE_ALBUM_181266_-_43_jpg.rf.6222dbd6650d50f00c793d4d78f16de7.jpg,,,mask,mask:line_album_181266_-_43,mask:line_album_181266_-_43:3902,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_43_jpg.rf.6222dbd6650d50f00c793d4d78f16de7.jpg
source\mask\LINE_ALBUM_181266_-_43_jpg.rf.a40ca3c3f141d9606eaf74d4eca0e2ce.jpg,,,mask,mask:line_album_181266_-_43,mask:line_album_181266_-_43:3903,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_43_jpg.rf.a40ca3c3f141d9606eaf74d4eca0e2ce.jpg
source\mask\LINE_ALBUM_181266_-_43_jpg.rf.b6d77b3f10875dc9871283ee6c6dc8d7.jpg,,,mask,mask:line_album_181266_-_43,mask:line_album_181266_-_43:3904,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_43_jpg.rf.b6d77b3f10875dc9871283ee6c6dc8d7.jpg
source\mask\LINE_ALBUM_181266_-_43_jpg.rf.c22089e3a22d68260e1148577179628a.jpg,,,mask,mask:line_album_181266_-_43,mask:line_album_181266_-_43:3905,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_43_jpg.rf.c22089e3a22d68260e1148577179628a.jpg
source\mask\LINE_ALBUM_181266_-_43_jpg.rf.cd15266b53e756046989f8d0fb43f654.jpg,,,mask,mask:line_album_181266_-_43,mask:line_album_181266_-_43:3906,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_43_jpg.rf.cd15266b53e756046989f8d0fb43f654.jpg
source\mask\LINE_ALBUM_181266_-_43_jpg.rf.d258e88551251e7a42eb17b5152b8a38.jpg,,,mask,mask:line_album_181266_-_43,mask:line_album_181266_-_43:3907,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_43_jpg.rf.d258e88551251e7a42eb17b5152b8a38.jpg
source\mask\LINE_ALBUM_181266_-_43_jpg.rf.d3f8a9b36432378ca0407fffdf4b1b2c.jpg,,,mask,mask:line_album_181266_-_43,mask:line_album_181266_-_43:3908,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_43_jpg.rf.d3f8a9b36432378ca0407fffdf4b1b2c.jpg
source\mask\LINE_ALBUM_181266_-_43_jpg.rf.f7d79658ccdfeaf3da899a8f51fadfae.jpg,,,mask,mask:line_album_181266_-_43,mask:line_album_181266_-_43:3909,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_43_jpg.rf.f7d79658ccdfeaf3da899a8f51fadfae.jpg
source\mask\LINE_ALBUM_181266_-_44_jpg.rf.0856dada789baa91a5446d02174f372e.jpg,,,mask,mask:line_album_181266_-_44,mask:line_album_181266_-_44:3910,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_44_jpg.rf.0856dada789baa91a5446d02174f372e.jpg
source\mask\LINE_ALBUM_181266_-_44_jpg.rf.2f3647d4ca8e75518e522047c041e858.jpg,,,mask,mask:line_album_181266_-_44,mask:line_album_181266_-_44:3911,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_44_jpg.rf.2f3647d4ca8e75518e522047c041e858.jpg
source\mask\LINE_ALBUM_181266_-_44_jpg.rf.4a4de89354d8885c0c1ba70be00c5023.jpg,,,mask,mask:line_album_181266_-_44,mask:line_album_181266_-_44:3912,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_44_jpg.rf.4a4de89354d8885c0c1ba70be00c5023.jpg
source\mask\LINE_ALBUM_181266_-_44_jpg.rf.716abf8786ee2cd83c04f3f963f5305f.jpg,,,mask,mask:line_album_181266_-_44,mask:line_album_181266_-_44:3913,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_44_jpg.rf.716abf8786ee2cd83c04f3f963f5305f.jpg
source\mask\LINE_ALBUM_181266_-_44_jpg.rf.866a0d49328239fc1ff998d11118fb3e.jpg,,,mask,mask:line_album_181266_-_44,mask:line_album_181266_-_44:3914,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_44_jpg.rf.866a0d49328239fc1ff998d11118fb3e.jpg
source\mask\LINE_ALBUM_181266_-_44_jpg.rf.8df867947eb9f1c36c1d3f8ad7c257cb.jpg,,,mask,mask:line_album_181266_-_44,mask:line_album_181266_-_44:3915,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_44_jpg.rf.8df867947eb9f1c36c1d3f8ad7c257cb.jpg
source\mask\LINE_ALBUM_181266_-_44_jpg.rf.a3a915b432f563f62d055d27fb635d88.jpg,,,mask,mask:line_album_181266_-_44,mask:line_album_181266_-_44:3916,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_44_jpg.rf.a3a915b432f563f62d055d27fb635d88.jpg
source\mask\LINE_ALBUM_181266_-_44_jpg.rf.afaa8887dfacfb4a28267f0668fe009b.jpg,,,mask,mask:line_album_181266_-_44,mask:line_album_181266_-_44:3917,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_44_jpg.rf.afaa8887dfacfb4a28267f0668fe009b.jpg
source\mask\LINE_ALBUM_181266_-_44_jpg.rf.b9829df87bda0d7bb5171ad46b1bedeb.jpg,,,mask,mask:line_album_181266_-_44,mask:line_album_181266_-_44:3918,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_44_jpg.rf.b9829df87bda0d7bb5171ad46b1bedeb.jpg
source\mask\LINE_ALBUM_181266_-_44_jpg.rf.bd2292023ceae3c5fcc6303fc786ec63.jpg,,,mask,mask:line_album_181266_-_44,mask:line_album_181266_-_44:3919,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_44_jpg.rf.bd2292023ceae3c5fcc6303fc786ec63.jpg
source\mask\LINE_ALBUM_181266_-_44_jpg.rf.e16a7173d4924f2dcf6a45652aae7d61.jpg,,,mask,mask:line_album_181266_-_44,mask:line_album_181266_-_44:3920,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_44_jpg.rf.e16a7173d4924f2dcf6a45652aae7d61.jpg
source\mask\LINE_ALBUM_181266_-_45_jpg.rf.0c1b7fad3e4f9e655266b35d6122960b.jpg,,,mask,mask:line_album_181266_-_45,mask:line_album_181266_-_45:3921,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_45_jpg.rf.0c1b7fad3e4f9e655266b35d6122960b.jpg
source\mask\LINE_ALBUM_181266_-_45_jpg.rf.48de97ade822844cc70cf847ff2d236e.jpg,,,mask,mask:line_album_181266_-_45,mask:line_album_181266_-_45:3922,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_45_jpg.rf.48de97ade822844cc70cf847ff2d236e.jpg
source\mask\LINE_ALBUM_181266_-_45_jpg.rf.9ee4687edf3daf4da246f27c35e94588.jpg,,,mask,mask:line_album_181266_-_45,mask:line_album_181266_-_45:3923,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_45_jpg.rf.9ee4687edf3daf4da246f27c35e94588.jpg
source\mask\LINE_ALBUM_181266_-_45_jpg.rf.a05064d8d34e1d867a03a9001b797336.jpg,,,mask,mask:line_album_181266_-_45,mask:line_album_181266_-_45:3924,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_45_jpg.rf.a05064d8d34e1d867a03a9001b797336.jpg
source\mask\LINE_ALBUM_181266_-_45_jpg.rf.b2ae93ae4db96668f9e64c64a9780bfc.jpg,,,mask,mask:line_album_181266_-_45,mask:line_album_181266_-_45:3925,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_45_jpg.rf.b2ae93ae4db96668f9e64c64a9780bfc.jpg
source\mask\LINE_ALBUM_181266_-_45_jpg.rf.be9c7f9979951840e4849c423f62a7e4.jpg,,,mask,mask:line_album_181266_-_45,mask:line_album_181266_-_45:3926,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_45_jpg.rf.be9c7f9979951840e4849c423f62a7e4.jpg
source\mask\LINE_ALBUM_181266_-_45_jpg.rf.c8a81cafd1349377c21505543977196c.jpg,,,mask,mask:line_album_181266_-_45,mask:line_album_181266_-_45:3927,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_45_jpg.rf.c8a81cafd1349377c21505543977196c.jpg
source\mask\LINE_ALBUM_181266_-_45_jpg.rf.d337c8afc7041308f20780a8b7bec2a8.jpg,,,mask,mask:line_album_181266_-_45,mask:line_album_181266_-_45:3928,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_45_jpg.rf.d337c8afc7041308f20780a8b7bec2a8.jpg
source\mask\LINE_ALBUM_181266_-_45_jpg.rf.d9ed0a445d44224450cf401464245b78.jpg,,,mask,mask:line_album_181266_-_45,mask:line_album_181266_-_45:3929,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_45_jpg.rf.d9ed0a445d44224450cf401464245b78.jpg
source\mask\LINE_ALBUM_181266_-_45_jpg.rf.e8a69e73f178b4ecd1c9e7ec7c691990.jpg,,,mask,mask:line_album_181266_-_45,mask:line_album_181266_-_45:3930,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_45_jpg.rf.e8a69e73f178b4ecd1c9e7ec7c691990.jpg
source\mask\LINE_ALBUM_181266_-_45_jpg.rf.fc0725080777e899b15b6d4061657ffe.jpg,,,mask,mask:line_album_181266_-_45,mask:line_album_181266_-_45:3931,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_45_jpg.rf.fc0725080777e899b15b6d4061657ffe.jpg
source\mask\LINE_ALBUM_181266_-_46_jpg.rf.0189b2f7ae81f1f6f0fb8a6097bd25cf.jpg,,,mask,mask:line_album_181266_-_46,mask:line_album_181266_-_46:3932,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_46_jpg.rf.0189b2f7ae81f1f6f0fb8a6097bd25cf.jpg
source\mask\LINE_ALBUM_181266_-_46_jpg.rf.3cc939ea9911814a302430e9dfc26408.jpg,,,mask,mask:line_album_181266_-_46,mask:line_album_181266_-_46:3933,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_46_jpg.rf.3cc939ea9911814a302430e9dfc26408.jpg
source\mask\LINE_ALBUM_181266_-_46_jpg.rf.4dc82ea285866a1f27eaa6c176c151a5.jpg,,,mask,mask:line_album_181266_-_46,mask:line_album_181266_-_46:3934,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_46_jpg.rf.4dc82ea285866a1f27eaa6c176c151a5.jpg
source\mask\LINE_ALBUM_181266_-_46_jpg.rf.5931726f4b414c083fea429609b71e58.jpg,,,mask,mask:line_album_181266_-_46,mask:line_album_181266_-_46:3935,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_46_jpg.rf.5931726f4b414c083fea429609b71e58.jpg
source\mask\LINE_ALBUM_181266_-_46_jpg.rf.5d6d3d742140fd8d362aac3b0216efe3.jpg,,,mask,mask:line_album_181266_-_46,mask:line_album_181266_-_46:3936,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_46_jpg.rf.5d6d3d742140fd8d362aac3b0216efe3.jpg
source\mask\LINE_ALBUM_181266_-_46_jpg.rf.76438f4dd38414a2a6da58e499ae2d04.jpg,,,mask,mask:line_album_181266_-_46,mask:line_album_181266_-_46:3937,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_46_jpg.rf.76438f4dd38414a2a6da58e499ae2d04.jpg
source\mask\LINE_ALBUM_181266_-_46_jpg.rf.a965282c8d6bbca599ddc11d2b617283.jpg,,,mask,mask:line_album_181266_-_46,mask:line_album_181266_-_46:3938,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_46_jpg.rf.a965282c8d6bbca599ddc11d2b617283.jpg
source\mask\LINE_ALBUM_181266_-_46_jpg.rf.afc0e6541b4902355134f36210ea396b.jpg,,,mask,mask:line_album_181266_-_46,mask:line_album_181266_-_46:3939,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_46_jpg.rf.afc0e6541b4902355134f36210ea396b.jpg
source\mask\LINE_ALBUM_181266_-_46_jpg.rf.e838cec61275474bc7500f3ae54e7306.jpg,,,mask,mask:line_album_181266_-_46,mask:line_album_181266_-_46:3940,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_46_jpg.rf.e838cec61275474bc7500f3ae54e7306.jpg
source\mask\LINE_ALBUM_181266_-_46_jpg.rf.f3c9141667ee7a1177dfa56182e1f1ce.jpg,,,mask,mask:line_album_181266_-_46,mask:line_album_181266_-_46:3941,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_46_jpg.rf.f3c9141667ee7a1177dfa56182e1f1ce.jpg
source\mask\LINE_ALBUM_181266_-_46_jpg.rf.f826e887970dd1fa8d3f4b0f6a9c62dd.jpg,,,mask,mask:line_album_181266_-_46,mask:line_album_181266_-_46:3942,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_46_jpg.rf.f826e887970dd1fa8d3f4b0f6a9c62dd.jpg
source\mask\LINE_ALBUM_181266_-_47_jpg.rf.180f32cb1ab783f13669502bb5df03b0.jpg,,,mask,mask:line_album_181266_-_47,mask:line_album_181266_-_47:3943,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_47_jpg.rf.180f32cb1ab783f13669502bb5df03b0.jpg
source\mask\LINE_ALBUM_181266_-_47_jpg.rf.1a2903224c835e34f6bee1e5a8e93faa.jpg,,,mask,mask:line_album_181266_-_47,mask:line_album_181266_-_47:3944,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_47_jpg.rf.1a2903224c835e34f6bee1e5a8e93faa.jpg
source\mask\LINE_ALBUM_181266_-_47_jpg.rf.32473d52425108bd807e85aa60f9f6a7.jpg,,,mask,mask:line_album_181266_-_47,mask:line_album_181266_-_47:3945,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_47_jpg.rf.32473d52425108bd807e85aa60f9f6a7.jpg
source\mask\LINE_ALBUM_181266_-_47_jpg.rf.4bf415e9adba30d0e0bf53095af0d5be.jpg,,,mask,mask:line_album_181266_-_47,mask:line_album_181266_-_47:3946,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_47_jpg.rf.4bf415e9adba30d0e0bf53095af0d5be.jpg
source\mask\LINE_ALBUM_181266_-_47_jpg.rf.73d36f3317ea3f1fe4327f6c3476e1cd.jpg,,,mask,mask:line_album_181266_-_47,mask:line_album_181266_-_47:3947,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_47_jpg.rf.73d36f3317ea3f1fe4327f6c3476e1cd.jpg
source\mask\LINE_ALBUM_181266_-_47_jpg.rf.933a2aacff2805c0998500dc7b7faad3.jpg,,,mask,mask:line_album_181266_-_47,mask:line_album_181266_-_47:3948,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_47_jpg.rf.933a2aacff2805c0998500dc7b7faad3.jpg
source\mask\LINE_ALBUM_181266_-_47_jpg.rf.bcd312254444dd1f7d4bbac366695de2.jpg,,,mask,mask:line_album_181266_-_47,mask:line_album_181266_-_47:3949,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_47_jpg.rf.bcd312254444dd1f7d4bbac366695de2.jpg
source\mask\LINE_ALBUM_181266_-_47_jpg.rf.c871d57670ecb457a155caad0cfc97d7.jpg,,,mask,mask:line_album_181266_-_47,mask:line_album_181266_-_47:3950,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_47_jpg.rf.c871d57670ecb457a155caad0cfc97d7.jpg
source\mask\LINE_ALBUM_181266_-_47_jpg.rf.db91b222c15fbdc69a023c92fbc0f675.jpg,,,mask,mask:line_album_181266_-_47,mask:line_album_181266_-_47:3951,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_47_jpg.rf.db91b222c15fbdc69a023c92fbc0f675.jpg
source\mask\LINE_ALBUM_181266_-_47_jpg.rf.e11ac1e5698527b51fb9d523be82c4d7.jpg,,,mask,mask:line_album_181266_-_47,mask:line_album_181266_-_47:3952,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_47_jpg.rf.e11ac1e5698527b51fb9d523be82c4d7.jpg
source\mask\LINE_ALBUM_181266_-_47_jpg.rf.ed5216e75709f150f952bce76103c81d.jpg,,,mask,mask:line_album_181266_-_47,mask:line_album_181266_-_47:3953,0,ONE,,0,0,0,0,0,0,0,0,0,0,train,mask/LINE_ALBUM_181266_-_47_jpg.rf.ed5216e75709f150f952bce76103c81d.jpg
source\mask\LINE_ALBUM_181266_-_48_jpg.rf.2d112fc5e6003c7b8eaa834239374db6.jpg,,,mask,mask:line_album_181266_-_48,mask:line_album_181266_-_48:3954,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,mask/LINE_ALBUM_181266_-_48_jpg.rf.2d112fc5e6003c7b8eaa834239374db6.jpg
source\mask\LINE_ALBUM_181266_-_48_jpg.rf.329fa24b5c149c849509b5b5a736a1bd.jpg,,,mask,mask:line_album_181266_-_48,mask:line_album_181266_-_48:3955,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,mask/LINE_ALBUM_181266_-_48_jpg.rf.329fa24b5c149c849509b5b5a736a1bd.jpg
source\mask\LINE_ALBUM_181266_-_48_jpg.rf.56708b471add8c9e3981ca5aa03c2baf.jpg,,,mask,mask:line_album_181266_-_48,mask:line_album_181266_-_48:3956,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,mask/LINE_ALBUM_181266_-_48_jpg.rf.56708b471add8c9e3981ca5aa03c2baf.jpg
source\mask\LINE_ALBUM_181266_-_48_jpg.rf.63e190eab360b3c3d1a60735e7219738.jpg,,,mask,mask:line_album_181266_-_48,mask:line_album_181266_-_48:3957,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,mask/LINE_ALBUM_181266_-_48_jpg.rf.63e190eab360b3c3d1a60735e7219738.jpg
source\mask\LINE_ALBUM_181266_-_48_jpg.rf.891e62829e385914958a9e70d8658b85.jpg,,,mask,mask:line_album_181266_-_48,mask:line_album_181266_-_48:3958,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,mask/LINE_ALBUM_181266_-_48_jpg.rf.891e62829e385914958a9e70d8658b85.jpg
source\mask\LINE_ALBUM_181266_-_48_jpg.rf.8c6670cba1d2f36129b35d581cb716f3.jpg,,,mask,mask:line_album_181266_-_48,mask:line_album_181266_-_48:3959,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,mask/LINE_ALBUM_181266_-_48_jpg.rf.8c6670cba1d2f36129b35d581cb716f3.jpg
source\mask\LINE_ALBUM_181266_-_48_jpg.rf.a1c495016b82f1150ca5875bc4a20e3e.jpg,,,mask,mask:line_album_181266_-_48,mask:line_album_181266_-_48:3960,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,mask/LINE_ALBUM_181266_-_48_jpg.rf.a1c495016b82f1150ca5875bc4a20e3e.jpg
source\mask\LINE_ALBUM_181266_-_48_jpg.rf.aa4eb0a31ea22d8ece5e2db96399e3c6.jpg,,,mask,mask:line_album_181266_-_48,mask:line_album_181266_-_48:3961,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,mask/LINE_ALBUM_181266_-_48_jpg.rf.aa4eb0a31ea22d8ece5e2db96399e3c6.jpg
source\mask\LINE_ALBUM_181266_-_48_jpg.rf.af0d16a03dd64d06096a8d08a3210345.jpg,,,mask,mask:line_album_181266_-_48,mask:line_album_181266_-_48:3962,0,ONE,,0,0,0,0,0,0,0,0,0,0,test,mask/LINE_ALBUM_181266_-_48_jpg.rf.af0d16a03dd64d06096a8d08a3210345.jpg
